platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number
twitch,jynxzi,Jynxzi,411377640,1131467,74051,24732,2745,26889,1555824,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/645d98a0-a2eb-48a3-b687-cfbc55243e4a-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,stylishnoob4,stylishnoob4,50988750,1123162,29333,19310,3490,5063,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,handofblood,HandOfBlood,49140130,1061099,65310,19712,3230,15741,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/d2d10d39-d857-4f01-a1c2-447a9fbbc9bf-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,lacy,Lacy,494543675,1052449,32171,11695,5400,20167,2792996,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/701f5110-3812-42e0-8659-42dd8cf66e07-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,jasontheween,jasontheween,107117952,1045242,35461,15279,4105,19198,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a04be2b0-9cc1-403c-a4b0-47b32d1fe640-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,xrohat,xRohat,430023505,1030637,18175,6213,9955,7969,,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/dc99030e-69b1-4e11-b381-e1507c991ff0-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,k3soju,k3soju,128293484,1012161,22407,15714,3865,2644,,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,hasanabi,HasanAbi,207813352,947771,40287,28649,1985,2168,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-300x300.jpeg,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,shadowkekw,shadowkekw,465131731,945114,71556,30653,1850,10314,3786419,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/55a5e785-9c08-47f5-bcff-895224deb51f-profile_image-300x300.png,RU,ru,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,ohnepixel,ohnePixel,43683025,940846,51044,20417,2765,9599,3078476,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/5742b015-e6ed-4f7c-a1dd-87cd88fe1eb9-profile_image-300x300.png,DE,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,caedrel,Caedrel,92038375,933225,66294,28715,1950,6402,986438,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png,UK,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,squeezie,Squeezie,52130765,854757,97642,34078,1505,19364,,Dofus,https://static-cdn.jtvnw.net/jtv_user_pictures/1939615e-a34d-4fab-a035-8c3d8ffae278-profile_image-300x300.png,FR,fr,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,pgl_cs2,PGL_CS2,107953058,846510,58937,22228,2285,16102,4225202,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/7c8cda4d-4c4b-4163-9973-a9a94da29102-profile_image-300x300.png,RO,en,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,papaplatte,Papaplatte,50985620,826441,58658,29169,1700,6940,1915198,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/04abc1b4-7bad-4b55-8da8-c0f1cf031bda-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,pietsmiet,PietSmiet,21991090,823671,79291,33169,1490,8680,,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/f1518fb2-01a7-4414-b34d-e2842d20cbef-profile_image-300x300.png,DE,de,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,paulinholokobr,PaulinhoLOKObr,531177917,821317,60751,37193,1325,10367,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-300x300.png,BR,pt,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,jonvlogs,JonVlogs,103989988,782031,26988,15016,3125,5174,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/00e7ebf9-89b9-41e1-b2bc-263b0ce805d0-profile_image-300x300.png,BR,pt,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,sasatikk,sasatikk,67519684,769802,28014,8765,5270,6467,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/46df8e2c-2304-440c-994a-1f131f29c469-profile_image-300x300.png,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,deshaefrost,DeshaeFrost,687186861,752990,22612,4526,9985,55486,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/7d1df2bc-3627-4fc1-ba51-26190738d6f3-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,summit1g,summit1g,26490481,749609,15356,8907,5050,-363,,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,bratishkinoff,bratishkinoff,99899949,732563,44712,18987,2315,15870,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,xqc,xQc,71092938,720979,39084,23511,1840,331,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-300x300.jpeg,CA,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,dariomocciatwitch,DarioMocciaTwitch,53065331,720628,18107,8462,5110,3671,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/73633088-8b11-4dad-b4ae-065f64f3a585-profile_image-300x300.png,IT,it,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,yogscast,Yogscast,20786541,713982,15636,4436,9660,3357,1450081,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/29532548-dedd-4898-84cb-62782f64ef30-profile_image-300x300.png,UK,en,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,bastighg,BastiGHG,38121996,654678,88507,15936,2465,11763,740340,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/865826b7-35e7-47be-9bb8-aff3be1fa08f-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,baiano,Baiano,140772558,640977,33715,3841,10015,3464,,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/05396d4d-7af0-4b9b-8c7e-c03563b4d448-profile_image-300x300.png,BR,pt,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,humility,Humility,84240904,637326,33621,8369,4570,15929,,Dofus,https://static-cdn.jtvnw.net/jtv_user_pictures/39cee30f-af84-41ff-b963-35c40b432ee4-profile_image-300x300.png,FR,fr,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,rocketbaguette,RocketBaguette,139027213,619632,92951,19724,1885,12778,2591302,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/6019724d-4158-4cc9-bd03-75d67960be48-profile_image-300x300.png,FR,fr,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,thebausffs,Thebausffs,93869876,612414,63400,20938,1755,10892,595531,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png,SE,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,strogo,StRoGo,233741947,604733,52805,15811,2295,24057,,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8a9c0603-7ff0-4189-bdc1-3072029a613d-profile_image-300x300.png,RU,ru,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,shroud,shroud,37402112,601786,33231,9428,3830,4026,,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,emiru,Emiru,91067577,592511,31591,20975,1695,9409,,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/c9f74581-c0e8-4638-8629-51dbfe401335-profile_image-300x300.png,US,en,partner,Female,2024-12-02,2024-12-08,2024,49
twitch,dakillzor,Dakillzor,25722719,583693,7539,3498,10015,4987,,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/ba5e4714-b7dd-43f5-9c62-df0c91647482-profile_image-300x300.png,BE,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,recrent,Recrent,39154778,567681,24683,9845,3460,6904,383601,PUBG: BATTLEGROUNDS,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,betboom_cs_a,betboom_cs_a,75910196,563756,34599,8730,3875,7449,2410506,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/1be891dd-4fde-472f-a0c5-36360c696edc-profile_image-300x300.png,RU,ru,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,ninja,Ninja,19571641,559674,33441,14290,2350,25132,,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/90d40495-f467-4911-9035-72d8d10a49c5-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,ben_,Ben_,27369897,558084,19722,7095,4720,10573,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/86091aae-865f-431e-8c1a-203f53211ba6-profile_image-300x300.jpg,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,alanzoka,alanzoka,38244180,552538,31157,14934,2220,7630,,Microsoft Flight Simulator 2024,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,ratirl,RATIRL,57292293,539473,6418,3231,10020,1309,,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/ratirl-profile_image-9721e084b66a697e-300x300.png,SE,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,clix,Clix,233300375,535971,45551,12514,2570,16541,970611,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/6f4129f6-3750-4c02-b7c8-c88a05064129-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,lirik,LIRIK,23161357,524586,25524,13198,2385,452,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,therealmarzaa,TheRealMarzaa,89600394,520383,36413,9157,3410,5719,2562441,Kings League,https://static-cdn.jtvnw.net/jtv_user_pictures/b9dd0e37-11f5-47a5-90be-605528949612-profile_image-300x300.png,IT,it,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,kamito_jp,Kamito_JP,214410049,516843,9777,5665,5475,8028,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/99575024-410c-46ad-a452-0e8bbb3eee15-profile_image-300x300.png,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,kamet0,Kamet0,27115917,514807,53646,16519,1870,2301,,Dofus,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,chess24,chess24,75322837,512314,50008,18352,1675,4626,3089967,Chess,https://static-cdn.jtvnw.net/jtv_user_pictures/28d79a6a-6543-4ed9-9fe4-7d9e612b418c-profile_image-300x300.png,US,en,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,forsen,forsen,22484632,506660,14524,8800,3455,1528,381809,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-300x300.png,SE,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,noway4u_sir,NoWay4u_Sir,85397463,498985,20299,11976,2500,1412,1194046,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,flats,Flats,141429177,484334,16407,7802,3725,14447,,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/6f398651-334b-4cfc-a37c-29c066584da8-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,revedtv,RevedTV,97123979,475026,107422,75005,380,12934,1244077,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/a68d7efe-3b2a-4de3-9bc7-c8a309613b29-profile_image-300x300.png,DE,de,partner,Female,2024-12-02,2024-12-08,2024,49
twitch,montanablack88,MontanaBlack88,45044816,472685,28403,19099,1485,4548,879120,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,gutitubo,ぐちつぼ,70947583,470277,13315,7387,3820,6976,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/gutitubo-profile_image-0ed83d3655c0a82c-300x300.jpeg,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,quickybaby,QuickyBaby,30623831,467553,17780,7345,3820,2819,,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/ac368118-71cb-4340-be81-afa99abafdba-profile_image-300x300.png,UK,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,pathofexilebota,pathofexilebota,232372312,464782,33990,9486,2940,10503,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/871ab993-fc44-4beb-80a5-a7a4835a2c6c-profile_image-300x300.png,RU,ru,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,swagg,Swagg,39724467,454988,7169,2725,10020,3784,563047,Call of Duty: Warzone,https://static-cdn.jtvnw.net/jtv_user_pictures/2f7712de-741b-4722-857b-c1604f8c4d01-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,lord_kebun,Lord_Kebun,163836275,453880,16005,10765,2530,239,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,colthavok,ColtHavok,119089037,451134,7283,3719,7280,16831,,Call of Duty: Black Ops 6,https://static-cdn.jtvnw.net/jtv_user_pictures/03322e89-83ce-4ca1-aa54-0cb36d3d8ade-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,jltomy,JLTomy,155601320,449339,23612,10785,2500,1093,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,nmplol,Nmplol,21841789,447313,44149,26058,1030,1447,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/e4d9bf96-311d-487a-b5eb-9f9a94e0f795-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,easportsfc,easportsfc,28029009,440872,185076,53440,495,8863,,EA Sports FC 25,https://static-cdn.jtvnw.net/jtv_user_pictures/d5ac63ef-75f5-4392-9032-ca59a170a4a1-profile_image-300x300.png,US,en,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,zarbex,zarbex,403594122,439065,22490,12516,2105,12016,,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,darthmicrotransaction,DarthMicrotransaction,36439445,427959,23568,6144,4180,34977,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/f9d8e13b-2a55-4544-9b1b-077215fb1737-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,k4sen,k4sen,44525650,421487,30372,13524,1870,3059,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,piratesoftware,PirateSoftware,151368796,417838,23138,15670,1600,5379,,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/9a1edcb1-7d62-48ab-b071-1ef64ab0f629-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,nl_kripp,nl_Kripp,29795919,416220,8699,4525,5520,2098,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/401068e0-820a-4d9f-9e7c-1e5563398458-profile_image-300x300.png,CA,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,primevideo,PrimeVideo,168843586,415712,143946,72299,345,4630,,Sports,https://static-cdn.jtvnw.net/jtv_user_pictures/b6095450-4712-4ff9-9215-930fbb45503e-profile_image-300x300.jpeg,US,en,partner,Organization,2024-12-02,2024-12-08,2024,49
twitch,yuuri22,yuuri22,499780312,413463,57383,30440,815,7970,,Virtual Casino,https://static-cdn.jtvnw.net/jtv_user_pictures/88854142-6e95-4c57-9b30-b3433a9c9a8f-profile_image-300x300.jpeg,BR,pt,affilate,Male,2024-12-02,2024-12-08,2024,49
twitch,cr_vanilla,CR_VanilLa,862499417,410738,20269,4886,5045,9651,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/08024b21-d96e-4a12-8aa9-b020e5cf35b5-profile_image-300x300.png,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,fantasista_jp,ファン太,203654142,405011,20545,11022,2205,2160,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/ef3636c8-f522-4026-aa5b-39eff35324ef-profile_image-300x300.png,JP,ja,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,elmariana,ElMariana,496795673,399478,53530,17625,1360,14136,,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-300x300.png,MX,es,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,elajjaz,Elajjaz,26921830,395548,12057,7706,3080,269,,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/e85bf53e-8e0a-4a35-824d-d2958293c3a6-profile_image-300x300.png,SE,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,fanum,Fanum,139251406,395540,21076,14927,1590,24495,,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/730415ce-12c3-455f-8218-dfff65238c5b-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,illojuan,IlloJuan,90075649,391529,34258,25261,930,3767,,Delta Force: Hawk Ops,https://static-cdn.jtvnw.net/jtv_user_pictures/593b5641-c626-4ba4-ba49-11cb33f6c3e8-profile_image-300x300.png,ES,es,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,moonmoon,MOONMOON,121059319,384599,16337,10611,2175,-227,,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,domingo,Domingo,40063341,383521,45558,16921,1360,1555,,Talk Shows & Podcasts,https://static-cdn.jtvnw.net/jtv_user_pictures/3cdae7df-600c-4833-8dfe-8d2abc5a3b25-profile_image-300x300.png,FR,fr,partner,Male,2024-12-02,2024-12-08,2024,49
twitch,admiralbahroo,AdmiralBahroo,40972890,375847,9045,4612,4890,-249,124688,Path of Exile 2,https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-300x300.png,US,en,partner,Male,2024-12-02,2024-12-08,2024,49
